organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified,observer_id
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 03:20:00,-102.325630,55.442610,600s 1SPT,Transcribed,Stan Shadick,LISP,Lincoln's Sparrow,Aves,2,429.38,Song,1,Much fainter than LISP1 at 437 seconds.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 03:20:00,-102.325630,55.442610,600s 1SPT,Transcribed,Stan Shadick,UNKN,Unidentified signal,Unknown,1,540.61,Call,1,Passerine or mammal? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 03:20:00,-102.325630,55.442610,600s 1SPT,Transcribed,Stan Shadick,UNKN,Unidentified signal,Unknown,2,542.29,Non-vocal,1,Wing flutter. SPGR or RTHU? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 03:20:00,-102.325630,55.442610,600s 1SPT,Transcribed,Stan Shadick,WTSP,White-throated Sparrow,Aves,1,588.31,Song,1,Spectrum suggests WTSP but it is very faint. confidence:To Be Checked,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,SWSP,Swamp Sparrow,Aves,2,84.53,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,SWSP,Swamp Sparrow,Aves,1,10.39,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,CORA,Common Raven,Aves,2,4.74,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,CORA,Common Raven,Aves,1,0.73,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,UNKN,Unidentified signal,Unknown,3,167.25,Call,1,WISN? confidence:Unknown far,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,RCKI,Ruby-crowned Kinglet,Aves,1,68.64,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,UNKN,Unidentified signal,Unknown,2,96.96,Call,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,UNKN,Unidentified signal,Unknown,1,65.59,Song,1,"Originally called WTSP. That is probably correct, but I can't hear enough of the song to verify.",true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,LITF,Light traffic,Abiotic,1,76.46,Non-vocal,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 05:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,1,45.06,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,LIBA,Light Background Noise,Abiotic,1,159.53,Non-vocal,1,Suspect wind caused background noise from tree or building rather than a frog. confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,UNPA,Unidentified Passerine,Aves,1,0.15,Call,1,Sparrow? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,RCKI,Ruby-crowned Kinglet,Aves,1,24.39,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,YRWA,Yellow-rumped Warbler,Aves,1,17.39,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,AMCR,American Crow,Aves,1,138.94,Call,1,Juvenile crow,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,LISP,Lincoln's Sparrow,Aves,1,45.86,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,HEWI,Heavy wind,Abiotic,1,142.11,Non-vocal,1,,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,GRYE,Greater Yellowlegs,Aves,1,12.08,Call,1, confidence:To Be Checked,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,UNKN,Unidentified signal,Unknown,1,169.74,Non-vocal,1,Suspect background noise rather than a corvid. confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-05-27 07:50:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,LIWI,Light wind,Abiotic,1,36.53,Non-vocal,1,,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,LIWI,Light wind,Abiotic,1,55.66,Non-vocal,1,,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,WTSP,White-throated Sparrow,Aves,1,78.34,Song,1,Upsinger ending at  4.0 kHz.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,ALFL,Alder Flycatcher,Aves,1,87.33,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,UNPA,Unidentified Passerine,Aves,1,160.60,Call,1,WTSP call note? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,UNWA,Unidentified Warbler,Aves,1,5.44,Song,1,Faint YRWA? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,BCCH,Black-capped Chickadee,Aves,1,16.71,Call,1,Long series of dees. Too many for BOCH.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,RCKI,Ruby-crowned Kinglet,Aves,1,26.78,Song,1,Faint. Stronger at 43 seconds.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,SWTH,Swainson's Thrush,Aves,2,15.49,Song,1,Fainter than SWTH1 but stronger on right channel,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,BCFR,Boreal Chorus Frog,Amphibia,1,0.28,Song,CI 1,Very faint. confidence:To Be Checked,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,SWTH,Swainson's Thrush,Aves,1,13.74,Song,1,Stronger on left channel.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,LISP,Lincoln's Sparrow,Aves,1,179.10,Song,1,Very low-pitched trill cut off by end of track. Best guess is start of LISP song. confidence:To Be Checked,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 03:44:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stan Shadick,SWSP,Swamp Sparrow,Aves,1,48.31,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,ALFL,Alder Flycatcher,Aves,2,24.41,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,RCKI,Ruby-crowned Kinglet,Aves,1,100.40,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,DEJU,Dark-eyed Junco,Aves,1,3.69,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,1,16.91,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,TEWA,Tennessee Warbler,Aves,1,107.09,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,ALFL,Alder Flycatcher,Aves,1,7.50,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,UNWO,Unidentified Woodpecker,Aves,1,179.00,Song,1,beginning of drumming confidence:To Be Checked,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,UNKN,Unidentified signal,Unknown,1,159.20,Call,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,UNWA,Unidentified Warbler,Aves,1,26.05,Song,1,"Originally called a WIWA. Could be, but seems too long. More likely a strange TEWA song, especially based on the rest of the recording.",false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,UNBI,Unidentified bird,Aves,1,60.55,Call,1,OI VIRA sounds like begging to me,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,CHSP,Chipping Sparrow,Aves,1,101.83,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,SWSP,Swamp Sparrow,Aves,1,55.64,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,13-UFB64-39,2021-06-02 05:14:00,-102.325630,55.442610,180s 1SPT,Transcribed,Stéphane Menu,COYE,Common Yellowthroat,Aves,1,73.20,Song,1,confidence:To Be Checked,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,3,4.35,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,2,2.78,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,1,0.26,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,OCWA,Orange-crowned Warbler,Aves,1,10.35,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,2,11.38,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,1,7.99,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,3,129.26,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,2,44.69,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,1,35.48,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,WWCR,White-winged Crossbill,Aves,1,63.66,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:06:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,LIWI,Light wind,Abiotic,1,2.21,Non-vocal,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,SWTH,Swainson's Thrush,Aves,4,92.18,Song,1,4 distinct individuals singing back to back between 92-98s,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,BCFR,Boreal Chorus Frog,Amphibia,1,12.83,Song,CI 1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,LIBA,Light Background Noise,Abiotic,1,0.98,Non-vocal,1,insects,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,LIWI,Light wind,Abiotic,1,114.85,Non-vocal,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,MAWA,Magnolia Warbler,Aves,1,49.41,Song,1,"Possibly partial song earlier (~42s), not clear until here",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,LISP,Lincoln's Sparrow,Aves,1,166.40,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,UNTR,Unidentified Trill,Aves,1,27.14,Song,1,"Slow, burry trill. PAWA? PAWA or SWSP. Again at 58s, 73s, 105s",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,PBGR,Pied-billed Grebe,Aves,1,156.31,Song,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,TEWA,Tennessee Warbler,Aves,1,156.15,Song,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,TEWA,Tennessee Warbler,Aves,2,160.04,Song,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,WTSP,White-throated Sparrow,Aves,1,15.45,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,DEJU,Dark-eyed Junco,Aves,1,3.50,Song,1,Quite fast/mechanical for DEJU,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,DEJU,Dark-eyed Junco,Aves,2,144.74,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,SWTH,Swainson's Thrush,Aves,1,0.04,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,SWTH,Swainson's Thrush,Aves,2,1.55,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 22:33:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,SWTH,Swainson's Thrush,Aves,3,65.65,Song,1,"Faint here, but 3 distinct songs between 64-67s. Again",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,WTSP,White-throated Sparrow,Aves,2,128.09,Song,1,Very faint,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,DEJU,Dark-eyed Junco,Aves,1,0.46,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,HETH,Hermit Thrush,Aves,1,1.18,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,HETH,Hermit Thrush,Aves,2,137.43,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,PAWA,Palm Warbler,Aves,1,3.26,Song,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,SWTH,Swainson's Thrush,Aves,1,5.11,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,SWTH,Swainson's Thrush,Aves,2,58.78,Song,1,Overlapping with HETH song,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,SWTH,Swainson's Thrush,Aves,3,96.89,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,MAWA,Magnolia Warbler,Aves,1,111.73,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,MAWA,Magnolia Warbler,Aves,2,114.34,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,UNWA,Unidentified Warbler,Aves,1,162.41,Song,1,BAWW?,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-25 23:00:00,-110.046460,58.930590,180s 1SPT,Transcribed,Thea Carpenter,WTSP,White-throated Sparrow,Aves,1,49.88,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,108.28,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,1,1.63,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,2,110.03,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,YBFL,Yellow-bellied Flycatcher,Aves,1,0.51,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,PBGR,Pied-billed Grebe,Aves,1,60.51,Song,2,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,1,0.11,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,1,4.28,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,2,16.60,Song,1,,true,920
