organization,project_name,location,recording_date,method,status,observer_id,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,tag_duration_s,min_tag_freq,max_tag_freq,vocalization,abundance,tag_clip_status,clip_channel_used,verified_by,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,url
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,SWTH,Swainson's Thrush,Aves,1,5.45,1.20,1.54kHz,4.81kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-60.36,-61.17,2,-0.000741,-0.002796,0.001201,-51.07,-69.65,-73.29,2,0,-0.001114,0.001145,-58.82,-59.89,-62.38,2,-0.000625,-0.003747,0.002242,-48.53,-63.55,-73.61,2,0,-0.002284,0.002279,-52.82,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,TEWA,Tennessee Warbler,Aves,1,6.43,3.48,3.69kHz,7.80kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-56.36,-60.99,2,-0.00081,-0.004795,0.00355,-46.38,-63.94,-72.84,2,0,-0.00259,0.002625,-51.62,-59.34,-62.23,2,-0.000697,-0.003601,0.002339,-48.87,-65.61,-73.52,2,0,-0.002134,0.002258,-52.92,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,SWTH,Swainson's Thrush,Aves,2,29.49,0.84,1.40kHz,4.48kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-58.93,-59.76,2,-0.000906,-0.003033,0.001234,-50.36,-71.42,-72.94,2,0,-0.000933,0.001053,-59.55,-59.18,-60.57,2,-0.000812,-0.002856,0.001337,-50.88,-65.75,-73.42,2,0,-0.001732,0.001676,-55.23,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,UNKN,Unidentified signal,Unknown,1,37.18,1.38,2.89kHz,6.72kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-58.9,-59.85,2,-0.000922,-0.002818,0.001438,-51,-70.19,-73.35,2,0,-0.001312,0.001112,-57.64,-59.8,-60.92,2,-0.000817,-0.002736,0.001005,-51.26,-70.49,-73.38,2,0,-0.001046,0.001044,-59.61,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,UNKN,Unidentified signal,Unknown,2,47.38,0.28,5.14kHz,6.49kHz,Call,1,"",1,,-59.22,-59.43,2,-0.000804,-0.002824,0.000744,-50.98,-74.57,-76.1,2,0,-0.000681,0.00068,-63.34,-59.98,-60.28,2,-0.000716,-0.002779,0.00109,-51.12,-74.83,-76.29,2,0,-0.000765,0.000759,-62.33,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,YBFL,Yellow-bellied Flycatcher,Aves,1,48.13,0.36,2.10kHz,5.28kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-58.96,-59.53,2,-0.00082,-0.002802,0.00099,-51.05,-69.37,-71.88,2,0,-0.001372,0.001367,-57.25,-59.99,-60.37,2,-0.000743,-0.002505,0.001026,-52.02,-71.47,-73.49,2,0,-0.000907,0.000956,-60.39,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,WWCR,White-winged Crossbill,Aves,1,64.59,52.68,1.91kHz,5.65kHz,Call,TMTT,VERIFIED-1Star,2,Chris Chutter,-57.58,-59.65,2,-0.000996,-0.004419,0.002681,-47.09,-62.96,-73.63,2,0,-0.002762,0.00278,-51.12,-54.56,-60.91,2,-0.000893,-0.007056,0.004587,-43.03,-56.32,-73.83,2,0,-0.005227,0.004982,-45.64,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,FOSP,Fox Sparrow,Aves,1,119.50,1.90,1.82kHz,5.46kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-58.75,-59.42,2,-0.000979,-0.002834,0.001214,-50.95,-70.28,-73.14,2,0,-0.001152,0.0011,-58.77,-59.47,-60.36,2,-0.000881,-0.002849,0.00116,-50.91,-69.83,-73.03,2,0,-0.001124,0.001131,-58.93,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 05:38:20,180s 1SPT,Transcribed,1205,Stéphane Menu,UNKN,Unidentified signal,Unknown,3,144.81,2.43,5.88kHz,9.53kHz,Call,1,"",1,,-57.96,-59.55,2,-0.000983,-0.003943,0.001807,-48.08,-69.73,-75.56,2,0,-0.001305,0.001335,-57.49,-59.08,-60.39,2,-0.000888,-0.003312,0.001652,-49.6,-73.8,-76.07,2,0,-0.000815,0.000815,-61.77,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181484
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,LIBA,Light Background Noise,Abiotic,1,0.85,1.63,0.33kHz,1.17kHz,Non-vocal,1,"",2,,-63.32,-66.28,2,-0.000095,-0.00235,0.002658,-51.51,-72.74,-75.4,2,0.000002,-0.000747,0.000777,-62.2,-59.43,-67.26,2,0.000191,-0.002051,0.002907,-50.73,-71.85,-76.02,2,-0.000005,-0.000761,0.000689,-62.38,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,SWTH,Swainson's Thrush,Aves,1,0.86,0.99,1.82kHz,4.11kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-63.56,-66.3,2,0.000069,-0.002416,0.002752,-51.21,-71.7,-74.22,2,0,-0.000896,0.000867,-60.95,-59.57,-66.78,2,0.000409,-0.002029,0.002747,-51.22,-69.37,-74.4,2,0,-0.000997,0.00106,-59.49,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,UNPA,Unidentified Passerine,Aves,1,2.11,2.48,3.83kHz,6.96kHz,Song,1,"",2,,-61.24,-63.97,2,-0.000575,-0.002664,0.001431,-51.49,-72.71,-74.53,2,0,-0.000912,0.000973,-60.24,-62.71,-65.65,2,-0.00043,-0.002336,0.001766,-52.63,-71.17,-74.54,2,0,-0.001193,0.001277,-57.87,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,YBFL,Yellow-bellied Flycatcher,Aves,1,2.86,0.38,2.05kHz,4.86kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-62.32,-62.97,2,-0.000496,-0.002326,0.001631,-52.67,-72.49,-73.48,2,0,-0.000842,0.000932,-60.62,-63.31,-64.04,2,-0.000367,-0.002213,0.001784,-53.1,-70.34,-72.33,2,0,-0.000988,0.001049,-59.59,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,TEWA,Tennessee Warbler,Aves,1,5.33,2.25,5.18kHz,11.25kHz,Song,1,"",1,,-59.86,-61.44,2,-0.000757,-0.003332,0.001646,-49.55,-68.24,-73.53,2,0,-0.001673,0.001567,-55.53,-59.02,-62.68,2,-0.000633,-0.003441,0.00257,-49.27,-70.74,-73.84,2,0,-0.001034,0.001088,-59.27,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,YRWA,Yellow-rumped Warbler,Aves,1,10.34,1.69,2.66kHz,7.56kHz,Song,1,VERIFIED-2Star,2,Steve Enid,-59.46,-60.51,2,-0.00084,-0.003897,0.00196,-48.19,-67.14,-71.56,2,0,-0.001703,0.001666,-55.38,-60.03,-61.52,2,-0.000727,-0.003094,0.002066,-50.19,-65.49,-71.66,2,0,-0.001925,0.002028,-53.86,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,SWTH,Swainson's Thrush,Aves,2,12.96,1.29,1.35kHz,4.11kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-59.51,-60.27,2,-0.000851,-0.003065,0.001136,-50.27,-70.88,-74.18,2,0,-0.000934,0.001035,-59.7,-60.3,-61.27,2,-0.000737,-0.002786,0.001037,-51.1,-69.95,-74.8,2,0,-0.001025,0.000972,-59.78,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,CAJA,Canada Jay,Aves,1,23.25,0.48,0.84kHz,2.01kHz,Call,1,VERIFIED-No_Star,2,Janine McManus,-59.4,-60,2,-0.000804,-0.003003,0.001036,-50.45,-75.34,-76.83,2,0,-0.000547,0.000577,-64.78,-60.17,-60.92,2,-0.000713,-0.002989,0.001185,-50.49,-75.52,-77.5,2,0,-0.000527,0.000499,-65.56,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,RCKI,Ruby-crowned Kinglet,Aves,1,80.13,2.09,2.33kHz,4.76kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-58.81,-59.52,2,-0.000964,-0.00332,0.001151,-49.58,-71.87,-75.25,2,0,-0.000827,0.000879,-61.12,-59.54,-60.39,2,-0.000863,-0.002982,0.001153,-50.51,-70.27,-74.99,2,0,-0.001238,0.00122,-58.14,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,RESQ,Red Squirrel,Mammalia,1,124.73,5.40,1.87kHz,4.25kHz,Call,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-58.46,-59.58,2,-0.000994,-0.003215,0.001642,-49.86,-70.72,-75.26,2,0,-0.001183,0.001214,-58.32,-59,-60.39,2,-0.000898,-0.003449,0.001381,-49.25,-66.7,-75.28,2,0,-0.001971,0.002014,-53.92,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,DEJU,Dark-eyed Junco,Aves,1,130.71,2.34,2.89kHz,5.98kHz,Song,1,"",1,,-57.21,-59.16,2,-0.000986,-0.004649,0.002772,-46.65,-62.04,-71.7,2,0,-0.003147,0.00315,-50.03,-58.78,-59.88,2,-0.000894,-0.00364,0.001645,-48.78,-65.36,-72,2,0,-0.002148,0.002087,-53.36,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,WISN,Wilson's Snipe,Aves,1,194.06,1.60,0.19kHz,1.45kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-58.65,-59.31,2,-0.000984,-0.003589,0.000997,-48.9,-69.86,-70.96,2,0.0002,-0.000666,0.000959,-60.37,-59.17,-60.08,2,-0.000894,-0.003051,0.001498,-50.31,-70.08,-71.83,2,0.000182,-0.000539,0.000987,-60.11,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 06:28:27,300s 1SPT,Transcribed,920,Chris Chutter,FOSP,Fox Sparrow,Aves,1,254.48,2.46,1.96kHz,4.90kHz,Song,1,VERIFIED-1Star,1,Chris Chutter,-56.25,-59.23,2,-0.000994,-0.017229,0.010712,-35.27,-64.2,-72.94,2,0,-0.002912,0.002934,-50.65,-58.6,-60.03,2,-0.000902,-0.006495,0.003416,-43.75,-65.58,-73.43,2,0,-0.002078,0.001853,-53.65,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181478
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,DEJU,Dark-eyed Junco,Aves,1,0.03,0.73,3.08kHz,6.44kHz,Song,1,"",2,,-39.82,-52.18,2,0.006281,-0.002683,0.019973,-33.99,-59.43,-67.67,2,0,-0.004391,0.004152,-47.15,-36.81,-48.57,2,0.009025,-0.002795,0.029205,-30.69,-56.64,-66.08,2,0,-0.006572,0.006754,-43.41,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,SWTH,Swainson's Thrush,Aves,1,1.30,0.81,1.54kHz,4.02kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-64.38,-66.56,2,-0.000143,-0.002249,0.002016,-52.96,-73.1,-74.46,2,0,-0.000842,0.00081,-61.49,-64.97,-67.1,2,0.000103,-0.001972,0.00206,-53.72,-71.42,-74.43,2,0,-0.000913,0.000894,-60.79,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,SWTH,Swainson's Thrush,Aves,2,2.36,0.94,1.59kHz,3.97kHz,Song,1,VERIFIED-1Star,1,Chris Chutter,-61.86,-63.13,2,-0.000469,-0.002906,0.001692,-50.73,-67.62,-73.51,2,0,-0.001305,0.001348,-57.41,-64.12,-65.42,2,-0.000319,-0.002321,0.001555,-52.69,-70.54,-73.96,2,0,-0.001001,0.001096,-59.2,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,TEWA,Tennessee Warbler,Aves,1,3.66,3.68,4.30kHz,10.09kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-58.2,-62.09,2,-0.000702,-0.004656,0.002404,-46.64,-63.85,-72.67,2,0,-0.002601,0.002748,-51.22,-56.93,-63.83,2,-0.00058,-0.004883,0.00421,-46.23,-64.77,-73.34,2,0,-0.002418,0.002394,-52.33,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,YBFL,Yellow-bellied Flycatcher,Aves,1,5.89,0.35,2.10kHz,5.09kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-58.14,-59.32,2,-0.000621,-0.004673,0.002594,-46.61,-62,-63.97,2,0,-0.002962,0.002958,-50.57,-56.87,-59.31,2,-0.000514,-0.004896,0.004954,-46.1,-58.73,-62.78,2,0,-0.004172,0.004371,-47.19,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,BHVI,Blue-headed Vireo,Aves,1,20.64,9.09,2.19kHz,4.11kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-55.32,-59.92,2,-0.000933,-0.006154,0.004252,-44.22,-64.26,-76.7,2,0,-0.002452,0.002348,-52.21,-52.45,-61.03,2,-0.000824,-0.009966,0.008467,-40.03,-59.27,-76.62,2,0,-0.004084,0.00419,-47.56,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,FOSP,Fox Sparrow,Aves,1,60.60,2.36,1.87kHz,5.09kHz,Song,1,VERIFIED-4Star,2,Chris Chutter,-58.13,-59.26,2,-0.000964,-0.003505,0.001682,-49.11,-65.21,-72.14,2,0,-0.002004,0.002302,-52.76,-56.28,-60.12,2,-0.00087,-0.004651,0.002947,-46.65,-58.93,-71.54,2,0,-0.003154,0.003087,-50.02,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:32,2021-06-26 07:18:22,180s 1SPT,Transcribed,1205,Stéphane Menu,WISN,Wilson's Snipe,Aves,1,142.94,1.78,0.33kHz,1.26kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-56.96,-59.14,2,-0.000981,-0.004463,0.0027,-47.01,-69.5,-72.75,2,0.000024,-0.001047,0.001109,-59.1,-56.16,-60.05,2,-0.000889,-0.005748,0.004247,-44.81,-69.15,-74.33,2,0.000022,-0.000892,0.001157,-58.73,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=181488
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,DEJU,Dark-eyed Junco,Aves,1,0.01,2.13,2.47kHz,5.92kHz,Song,1,"",1,,-45.47,-60.87,2,0.001666,-0.012771,0.011249,-37.88,-58.4,-67.08,2,0,-0.007946,0.009095,-40.82,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,SWTH,Swainson's Thrush,Aves,1,1.30,1.08,1.55kHz,5.10kHz,Song,1,"",1,,-56.25,-62.83,2,0.000416,-0.005458,0.006453,-43.81,-59.98,-67.23,2,0,-0.003538,0.003682,-48.68,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,SWTH,Swainson's Thrush,Aves,2,2.00,0.84,1.60kHz,5.41kHz,Song,1,"",1,,-54.93,-63.92,2,0.000258,-0.011908,0.012608,-37.99,-57.85,-70.71,2,0,-0.011191,0.010985,-39.02,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,DEJU,Dark-eyed Junco,Aves,2,6.25,1.96,3.19kHz,5.82kHz,Song,1,"",1,,-51.74,-63.09,2,-0.000134,-0.014421,0.015556,-36.16,-61.97,-73.28,2,0,-0.007734,0.007588,-42.23,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,YRWA,Yellow-rumped Warbler,Aves,1,9.89,1.43,2.68kHz,5.72kHz,Song,1,"",1,,-55.73,-62.49,2,-0.000193,-0.010941,0.009716,-39.22,-58.11,-70.67,2,0,-0.006485,0.006345,-43.76,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,HETH,Hermit Thrush,Aves,1,52.75,0.55,1.70kHz,3.86kHz,Song,1,"",1,,-57.49,-62.06,2,-0.000304,-0.005485,0.00488,-45.22,-67.44,-74.65,2,0,-0.001527,0.001368,-56.32,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,YRWA,Yellow-rumped Warbler,Aves,2,62.35,1.28,2.94kHz,6.23kHz,Song,1,"",1,,-54.3,-62.44,2,-0.000316,-0.006318,0.005701,-43.99,-56.11,-72.85,2,0,-0.004283,0.004334,-47.26,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:06:00,180s 1SPT,Transcribed,1205,Stéphane Menu,UNBI,Unidentified bird,Aves,1,142.39,1.08,2.68kHz,6.33kHz,Song,1,"",1,,-57.13,-61.9,2,-0.000339,-0.006473,0.009122,-40.8,-64.68,-73.65,2,0,-0.005951,0.006211,-44.14,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307342
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:33:00,180s 1SPT,Transcribed,920,Chris Chutter,SWTH,Swainson's Thrush,Aves,1,0.01,0.80,1.40kHz,4.53kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-52.34,-56.49,2,-0.000333,-0.008494,0.008179,-41.42,-58.19,-68.06,2,0,-0.004744,0.004883,-46.23,-55.93,-60.11,2,-0.000353,-0.006889,0.005646,-43.24,-63.23,-70.77,2,0,-0.002233,0.002371,-52.5,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307343
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:33:00,180s 1SPT,Transcribed,920,Chris Chutter,SWTH,Swainson's Thrush,Aves,2,1.03,0.84,1.31kHz,4.39kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-55.2,-56.91,2,-0.000248,-0.005867,0.005357,-44.63,-67.29,-69.21,2,0,-0.002127,0.002622,-51.63,-59.32,-60.55,2,-0.000325,-0.003717,0.003268,-48.6,-71.06,-72.84,2,0,-0.001032,0.001083,-59.31,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307343
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:12-VWL64:33,2021-06-25 22:33:00,180s 1SPT,Transcribed,920,Chris Chutter,TEWA,Tennessee Warbler,Aves,1,3.14,2.59,3.22kHz,9.67kHz,Song,1,VERIFIED-No_Star,2,Janine McManus,-53.91,-57.16,2,-0.000254,-0.012078,0.013983,-37.09,-57.45,-70.66,2,0,-0.009516,0.009358,-40.43,-57.06,-60.81,2,-0.000349,-0.005319,0.005619,-45.01,-60.39,-74.72,2,0,-0.004125,0.00389,-47.69,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=307343
