organization,project_name,location,recording_date,method,status,observer_id,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,tag_duration_s,min_tag_freq,max_tag_freq,vocalization,abundance,tag_clip_status,clip_channel_used,verified_by,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,url
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-06-29 06:22:00,600s 1SPT,Transcribed,1201,Maya Meron,ALFL,Alder Flycatcher,Aves,1,226.13,0.46,2.57kHz,4.53kHz,Call,1,VERIFIED-4Star,1,Chris Chutter,-45.99,-48.28,2,0.000019,-0.018577,0.020892,-33.6,-50.07,-58.11,2,0,-0.010942,0.010977,-39.19,-45.51,-47.94,2,-0.000048,-0.019499,0.017663,-34.2,-50.18,-56.01,2,0,-0.011704,0.010897,-38.63,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169291
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-06-29 08:22:00,180s 1SPT,Transcribed,1201,Maya Meron,TEWA,Tennessee Warbler,Aves,1,0.16,4.40,3.88kHz,9.81kHz,Song,1,VERIFIED-No_Star,2,Janine McManus,-43.61,-47.42,2,-0.000001,-0.030472,0.029097,-30.32,-48.03,-55.82,2,0,-0.016787,0.016198,-35.5,-42.57,-46.02,2,-0.000002,-0.035081,0.028299,-29.1,-46.95,-55.42,2,0,-0.019504,0.018213,-34.2,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169299
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-06-29 08:22:00,180s 1SPT,Transcribed,1201,Maya Meron,WTSP,White-throated Sparrow,Aves,1,1.55,1.98,1.82kHz,4.44kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-44.53,-46.72,2,0.000012,-0.026901,0.024408,-31.4,-52.09,-55.86,2,0,-0.010441,0.009947,-39.63,-43.69,-45.55,2,-0.000003,-0.026275,0.025323,-31.61,-51.48,-55.42,2,0,-0.013309,0.012107,-37.52,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169299
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-06-29 08:22:00,180s 1SPT,Transcribed,1201,Maya Meron,WTSP,White-throated Sparrow,Aves,2,2.73,4.43,2.80kHz,4.76kHz,Song,1,VERIFIED-3Star,1,Chris Chutter,-43.62,-47.43,2,0.000004,-0.026792,0.025382,-31.44,-50.46,-59.6,2,0,-0.010296,0.010271,-39.75,-42.66,-46.57,2,-0.00001,-0.03041,0.028684,-30.34,-49.68,-57.69,2,0,-0.013378,0.014084,-37.03,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169299
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-06-29 08:22:00,180s 1SPT,Transcribed,1201,Maya Meron,CORA,Common Raven,Aves,1,39.66,0.81,0.00kHz,2.38kHz,Call,1,VERIFIED-3Star,2,Chris Chutter,-47.17,-48.6,2,-0.000024,-0.015401,0.021843,-33.21,-49.41,-52.03,2,-0.000002,-0.010452,0.016031,-35.9,-45.48,-47.55,2,-0.000026,-0.017557,0.0199,-34.02,-47.53,-50.17,2,0.000029,-0.01111,0.012337,-38.18,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169299
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-06-29 08:22:00,180s 1SPT,Transcribed,1201,Maya Meron,BCFR,Boreal Chorus Frog,Amphibia,1,138.25,0.53,2.61kHz,3.88kHz,Song,CI 1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-47.31,-48.5,2,-0.00001,-0.018918,0.019317,-34.28,-57.04,-62.83,2,0,-0.006779,0.006807,-43.34,-45.84,-47.11,2,-0.000014,-0.021372,0.01824,-33.4,-57.1,-61.16,2,0,-0.006877,0.006885,-43.24,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169299
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,TEWA,Tennessee Warbler,Aves,1,0.04,1.30,4.72kHz,9.71kHz,Song,1,"",1,,-46.72,-48.35,2,0.000009,-0.01639,0.016145,-35.71,-54.05,-57.81,2,0,-0.008121,0.007813,-41.81,-45.51,-47.55,2,0.000013,-0.018377,0.020945,-33.58,-54.88,-56.8,2,0,-0.007464,0.006942,-42.54,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,WTSP,White-throated Sparrow,Aves,1,0.04,0.94,2.75kHz,4.20kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-47.12,-48.27,2,-0.000039,-0.01639,0.016145,-35.71,-58.54,-62.04,2,0,-0.0038,0.003805,-48.39,-45.83,-47.41,2,-0.000002,-0.017907,0.020059,-33.95,-56.6,-61.11,2,0,-0.004894,0.004799,-46.21,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,REVI,Red-eyed Vireo,Aves,1,0.76,2.06,2.01kHz,3.78kHz,Song,1,"",1,,-46.67,-49.11,2,0.000024,-0.018115,0.01807,-34.84,-53.67,-61.1,2,0,-0.005852,0.006424,-43.84,-45.32,-47.67,2,-0.000018,-0.019644,0.023788,-32.47,-54.11,-60.32,2,0,-0.006429,0.006144,-43.84,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,WTSP,White-throated Sparrow,Aves,2,23.81,3.21,2.75kHz,4.86kHz,Song,1,VERIFIED-1Star,1,Chris Chutter,-47.95,-50.52,2,-0.000021,-0.013788,0.015066,-36.44,-54.89,-62.77,2,0,-0.006164,0.006268,-44.06,-46.48,-48.91,2,0.000007,-0.016991,0.017512,-35.13,-55.37,-61.52,2,0,-0.00586,0.005998,-44.44,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,COYE,Common Yellowthroat,Aves,1,28.00,1.50,2.94kHz,5.51kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-48.14,-50.13,2,-0.000015,-0.015707,0.01602,-35.91,-55.17,-60.63,2,0,-0.006445,0.006044,-43.82,-46.09,-48.4,2,0.000005,-0.017371,0.016362,-35.2,-56.23,-60.22,2,0,-0.005533,0.005158,-45.14,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,TEWA,Tennessee Warbler,Aves,2,70.49,3.20,4.62kHz,9.29kHz,Song,1,"",1,,-39.06,-50.18,2,0.000002,-0.030208,0.030393,-30.34,-55.83,-59.93,2,0,-0.006063,0.005895,-44.35,-42.61,-49.34,2,-0.000017,-0.022981,0.023099,-32.73,-55.25,-58.85,2,0,-0.006119,0.006857,-43.28,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,CEDW,Cedar Waxwing,Aves,1,81.83,0.43,7.10kHz,8.82kHz,Call,1,VERIFIED-2Star,1,Chris Chutter,-48.92,-49.8,2,-0.000045,-0.013271,0.013016,-37.54,-57.5,-60.28,2,0,-0.004942,0.00481,-46.12,-47.26,-48.44,2,0.000023,-0.016945,0.014552,-35.42,-59.75,-61.97,2,0,-0.003528,0.003487,-49.05,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,CEDW,Cedar Waxwing,Aves,2,86.78,0.64,6.16kHz,7.94kHz,Call,1,VERIFIED-3Star,2,Chris Chutter,-49.19,-50.63,2,-0.000009,-0.012319,0.013073,-37.67,-58.88,-62.36,2,0,-0.003597,0.003619,-48.83,-47.1,-48.99,2,0.00002,-0.01562,0.015324,-36.13,-59.04,-62.63,2,0,-0.003424,0.00351,-49.09,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 04:24:00,180s 1SPT,Transcribed,1201,Maya Meron,LEYE,Lesser Yellowlegs,Aves,1,134.73,0.56,2.43kHz,4.25kHz,Call,1,"",1,,-47.98,-50.03,2,0.000034,-0.013671,0.015436,-36.23,-52.36,-58.22,2,0,-0.007415,0.007368,-42.6,-47.01,-48.88,2,0.000016,-0.01683,0.016008,-35.48,-55.93,-59.97,2,0,-0.00524,0.005279,-45.55,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169301
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,MOBA,Moderate Background Noise,Abiotic,1,0.08,7.63,0.00kHz,3.74kHz,Non-vocal,1,"",1,,-46.17,-49.44,2,0,-0.025867,0.026256,-31.62,-48.29,-52.89,2,-0.000001,-0.013069,0.015233,-36.34,-44.86,-47.95,2,-0.000003,-0.021379,0.023101,-32.73,-46.24,-50.74,2,-0.000003,-0.016881,0.016164,-35.45,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,TEWA,Tennessee Warbler,Aves,1,5.63,1.78,4.53kHz,9.67kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-46.9,-48.96,2,0.000012,-0.017138,0.017334,-35.22,-51.66,-57.79,2,0,-0.010842,0.010176,-39.3,-45.68,-47.8,2,0.000002,-0.020218,0.019917,-33.89,-55.35,-57.17,2,0,-0.007494,0.007228,-42.51,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,TEWA,Tennessee Warbler,Aves,2,7.54,2.74,4.53kHz,10.04kHz,Song,1,"",1,,-47.31,-49.09,2,-0.000009,-0.017286,0.018746,-34.54,-55.11,-57.37,2,0,-0.006588,0.007283,-42.75,-45.23,-47.91,2,-0.000005,-0.019166,0.020667,-33.69,-55.18,-56.92,2,0,-0.007073,0.006852,-43.01,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,CORA,Common Raven,Aves,1,21.26,2.16,0.19kHz,2.05kHz,Call,1,VERIFIED-1Star,1,Chris Chutter,-48.26,-50.13,2,0.000009,-0.014913,0.014829,-36.53,-52.66,-57.63,2,-0.000004,-0.006711,0.008767,-41.14,-46.05,-48.59,2,0.000002,-0.018589,0.018637,-34.59,-53.65,-56.15,2,-0.000005,-0.006909,0.007178,-42.88,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,SWSP,Swamp Sparrow,Aves,1,37.15,2.15,2.57kHz,6.86kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-47.02,-49.81,2,-0.000009,-0.019281,0.021693,-33.27,-51.27,-57.67,2,0,-0.012439,0.013122,-37.64,-45.73,-48.62,2,-0.000001,-0.018358,0.018523,-34.65,-55.16,-57.9,2,0,-0.007715,0.008055,-41.88,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,ALFL,Alder Flycatcher,Aves,1,43.14,1.19,2.05kHz,5.14kHz,Call,1,VERIFIED-4Star,1,Chris Chutter,-48.05,-50.08,2,0.00001,-0.014958,0.015768,-36.04,-52.71,-59.76,2,0,-0.008055,0.007399,-41.88,-46.74,-49.23,2,-0.000018,-0.016696,0.01606,-35.55,-56.44,-59.12,2,0,-0.005704,0.00602,-44.41,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,REVI,Red-eyed Vireo,Aves,1,57.53,0.81,1.96kHz,4.30kHz,Song,1,"",1,,-48.5,-50.01,2,0.000004,-0.014364,0.015106,-36.42,-56.89,-61.18,2,0,-0.005209,0.005341,-45.45,-46.75,-48.67,2,0.000049,-0.015511,0.017732,-35.02,-57.15,-60.52,2,0,-0.005272,0.005562,-45.1,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-01 05:54:00,180s 1SPT,Transcribed,1201,Maya Meron,WTSP,White-throated Sparrow,Aves,1,65.44,3.94,2.94kHz,5.28kHz,Song,1,VERIFIED-2Star,1,Chris Chutter,-47.79,-50.58,2,-0.000005,-0.017088,0.017948,-34.92,-55.95,-62.62,2,0,-0.007015,0.007171,-42.89,-46.27,-49.43,2,-0.000012,-0.017914,0.01934,-34.27,-58.61,-61.56,2,0,-0.004613,0.00498,-46.06,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169298
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,RCKI,Ruby-crowned Kinglet,Aves,1,0.06,1.49,1.82kHz,5.09kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-40.81,-49.65,2,-0.000023,-0.041638,0.048231,-26.33,-56.08,-58.94,2,0,-0.006674,0.006282,-43.51,-40.9,-48.56,2,-0.000026,-0.025747,0.029045,-30.74,-53.87,-58.04,2,0,-0.011266,0.010778,-38.96,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,UNPA,Unidentified Passerine,Aves,1,0.48,3.14,5.60kHz,9.20kHz,Call,1,NEEDS_REVIEW,1,,-41.05,-49.72,2,-0.000008,-0.040626,0.047682,-26.43,-42.46,-59.3,2,0,-0.037983,0.037979,-28.41,-38.64,-48.79,2,-0.000037,-0.029413,0.029175,-30.63,-46.12,-59.19,2,0,-0.02418,0.023542,-32.33,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,WTSP,White-throated Sparrow,Aves,1,8.81,3.79,1.96kHz,4.30kHz,Song,1,VERIFIED-No_Star,2,,-41.03,-49.82,2,0.000003,-0.042536,0.042479,-27.42,-49.12,-61.19,2,0,-0.00905,0.009458,-40.48,-40.77,-48.67,2,-0.000008,-0.039579,0.033058,-28.05,-45.96,-59.37,2,0,-0.011415,0.011659,-38.67,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,CAJA,Canada Jay,Aves,1,11.28,5.55,0.89kHz,2.66kHz,Call,1,VERIFIED-No_Star,1,,-41.09,-50.38,2,-0.000004,-0.04039,0.039891,-27.87,-50.48,-61.81,2,0,-0.009197,0.009321,-40.61,-41.86,-49.92,2,0.000004,-0.029503,0.03679,-28.69,-53.56,-62.01,2,0,-0.007146,0.006651,-42.92,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,BHVI,Blue-headed Vireo,Aves,1,41.51,0.89,1.87kHz,7.24kHz,Song,1,VERIFIED-No_Star,1,,-45.2,-49.93,2,-0.000028,-0.01945,0.023033,-32.75,-49.12,-58.79,2,0,-0.016507,0.015608,-35.65,-45.72,-48.96,2,0.000007,-0.021769,0.017327,-33.24,-51.38,-57.49,2,0,-0.009565,0.011267,-38.96,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,COYE,Common Yellowthroat,Aves,1,57.48,1.99,1.73kHz,5.04kHz,Song,1,VERIFIED-No_Star,1,,-48.28,-51.31,2,-0.000009,-0.015923,0.012861,-35.96,-54.48,-60.69,2,0,-0.006369,0.006409,-43.86,-43.19,-49.76,2,0.000004,-0.019904,0.019546,-34.02,-54.88,-59.95,2,0,-0.006014,0.006643,-43.55,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,CAJA,Canada Jay,Aves,2,66.84,2.95,1.17kHz,6.86kHz,Call,1,VERIFIED-No_Star,1,Janine McManus,-32.63,-49.28,2,-0.000013,-0.123647,0.116438,-18.16,-36.49,-54.75,2,0,-0.068416,0.070946,-22.98,-36.25,-47.74,2,-0.000039,-0.05238,0.052852,-25.54,-36.97,-53.65,2,0,-0.049175,0.045581,-26.17,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,TEWA,Tennessee Warbler,Aves,1,128.90,2.68,2.80kHz,10.51kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-45.16,-51.13,2,-0.000001,-0.026484,0.023807,-31.54,-46.72,-57.62,2,0,-0.024025,0.022009,-32.39,-43.37,-49.51,2,0.000035,-0.020637,0.0216,-33.31,-50.69,-57.48,2,0,-0.01403,0.012351,-37.06,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:01,2021-07-03 07:56:00,180s 1SPT,Transcribed,925,Robert Wapple,BCCH,Black-capped Chickadee,Aves,1,144.18,1.45,2.05kHz,5.23kHz,Call,1,VERIFIED-5Star,1,Steve Van Wilgenburg,-43.82,-51.51,2,0.00002,-0.029981,0.03513,-29.09,-53.59,-61.21,2,0,-0.008343,0.007798,-41.57,-42.4,-49.54,2,-0.000006,-0.018524,0.025031,-32.03,-55.23,-60.1,2,0,-0.006243,0.005815,-44.09,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169302
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:02,2021-06-27 04:21:00,180s 1SPT,Transcribed,925,Robert Wapple,LISP,Lincoln's Sparrow,Aves,1,1.74,1.71,2.47kHz,7.05kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-48.54,-50.83,2,-0.000003,-0.015543,0.014535,-36.17,-54.23,-57.66,2,0,-0.00729,0.007342,-42.68,-48.36,-51.69,2,0.000001,-0.013328,0.016179,-35.82,-53.67,-58.91,2,0,-0.00766,0.006856,-42.32,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169303
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:02,2021-06-27 04:21:00,180s 1SPT,Transcribed,925,Robert Wapple,TEWA,Tennessee Warbler,Aves,1,2.95,2.49,2.10kHz,8.26kHz,Song,1,"",2,,-44.64,-50.87,2,0.000011,-0.019717,0.021002,-33.55,-46.14,-57.36,2,0,-0.016354,0.016534,-35.63,-40.49,-51.66,2,0.000015,-0.029718,0.031438,-30.05,-41.28,-58.55,2,0,-0.028728,0.027369,-30.83,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169303
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:02,2021-06-27 04:21:00,180s 1SPT,Transcribed,925,Robert Wapple,BBWO,Black-backed Woodpecker,Aves,1,3.83,2.26,0.05kHz,1.96kHz,Song,1,"",2,,-44.57,-50.83,2,-0.000026,-0.019819,0.021393,-33.39,-54.8,-58.35,2,0.000023,-0.007253,0.006395,-42.79,-40.58,-51.2,2,-0.00003,-0.029861,0.031793,-29.95,-54.99,-59.5,2,0.000026,-0.006362,0.005318,-43.93,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169303
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:02,2021-06-27 04:21:00,180s 1SPT,Transcribed,925,Robert Wapple,LISP,Lincoln's Sparrow,Aves,2,4.60,2.31,1.91kHz,6.63kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-44.52,-50.65,2,0.000004,-0.020335,0.021392,-33.39,-46.12,-57.32,2,0,-0.015366,0.016738,-35.53,-40.51,-50.92,2,0.000008,-0.029825,0.030718,-30.25,-41.37,-58.42,2,0,-0.026077,0.026209,-31.63,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169303
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,SKBMS:05-324:02,2021-06-27 04:21:00,180s 1SPT,Transcribed,925,Robert Wapple,WTSP,White-throated Sparrow,Aves,1,29.59,2.96,2.57kHz,5.00kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-50.16,-52.38,2,-0.000015,-0.011697,0.011372,-38.64,-59.79,-62.71,2,0,-0.003482,0.003767,-48.48,-50.73,-53,2,-0.000013,-0.011307,0.011042,-38.93,-59.49,-64.32,2,0,-0.003468,0.00355,-48.99,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=169303
